Geography,concat_no_state
West Virginia,Ess.Wrkr.grp - Frontline.Other
West Virginia,Ess.Wrkr.grp - Not.Ess.Wrkr
West Virginia,Ess.Wrkr.grp - School.Childcare
West Virginia,Past.Covid - No
West Virginia,Past.Covid - Yes
West Virginia,G.Identity - Cisgender
West Virginia,G.Identity - Dont know
West Virginia,G.Identity - TG/Non bin
West Virginia,Prim.Care.Providr.Status - No
West Virginia,Prim.Care.Providr.Status - Yes
West Virginia,Comorbidity - No
West Virginia,Comorbidity - Yes
West Virginia,Dr.Recommend.Boostr - No
West Virginia,Dr.Recommend.Vacc - No
West Virginia,Dr.Recommend.Vacc - Yes
West Virginia,Insurance - Insured
West Virginia,Insurance - Not insured
West Virginia,Language - English
West Virginia,Mask.Use - Always.Often
West Virginia,Mask.Use - Occasional.Never
West Virginia,Mental.Health - Excellent.Good
West Virginia,Mental.Health - Fair.Poor
West Virginia,Rural.Urban - Rural
West Virginia,Rural.Urban - Suburban
West Virginia,Rural.Urban - Urban
West Virginia,Political - Democrat
West Virginia,Political - None
West Virginia,Political - Unknown
West Virginia,Political - Republican
West Virginia,Pov.Status - <$75k
West Virginia,Pov.Status - >=$75k
West Virginia,Pov.Status - Below poverty
West Virginia,Pov.Status - Unknown
West Virginia,Pregnancy - Not pregnant
West Virginia,Race.4lvl - Black
West Virginia,Race.4lvl - Hispanic
West Virginia,Race.4lvl - Other
West Virginia,Race.4lvl - White
West Virginia,Flu.Vacc - No
West Virginia,Flu.Vacc - Yes
West Virginia,Past.Vaccin - No
West Virginia,Past.Vaccin - Yes
West Virginia,Racial.Equity - Better
West Virginia,Racial.Equity - Dont know
West Virginia,Racial.Equity - Equal
West Virginia,Racial.Equity - Worse
West Virginia,Sex - Female
West Virginia,Sex - Male
West Virginia,S.Orientation - Dont know
West Virginia,S.Orientation - LGB
West Virginia,S.Orientation - Hetero
West Virginia,SVI - High
West Virginia,SVI - Low
West Virginia,SVI - Moderate
West Virginia,SVI - Unknown
West Virginia,Non.Englsh.Language - No
West Virginia,Non.Englsh.Language - Yes
West Virginia,Work.School - No
West Virginia,Work.School - Unemployed
West Virginia,Work.School - Yes
Wisconsin,Age - 18 – 49
Wisconsin,Age - 50 – 64
Wisconsin,Age - 65+
Wisconsin,"Age.Race - 18 – 49, Black"
Wisconsin,"Age.Race - 18 – 49, Hispanic"
Wisconsin,"Age.Race - 18 – 49, Other"
Wisconsin,"Age.Race - 18 – 49, White"
Wisconsin,"Age.Race - 50 – 64, Black"
Wisconsin,"Age.Race - 50 – 64, White"
Wisconsin,"Age.Race - 65+, Black"
Wisconsin,"Age.Race - 65+, White"
Wisconsin,18+ Adults - 18+ Adults
Wisconsin,US.Born - US Born
Wisconsin,US.Born - Not US Born
Wisconsin,Fr.Fam.Vaccd - Many
Wisconsin,Fr.Fam.Vaccd - No_some
Wisconsin,Vacc.Info.Seek - Often.Sometimes
Wisconsin,Vacc.Info.Seek - Rarely.Never
Wisconsin,Covid.Concern - A little_not
Wisconsin,Covid.Concern - Very_Moderately
Wisconsin,Vaccine.Confiden - Not at all_Somewhat
Wisconsin,Vaccine.Confiden - Very
Wisconsin,Vaccine.Imprtnt - A little_not at all
Wisconsin,Vaccine.Imprtnt - Somewhat_very
Wisconsin,Disability - No
Wisconsin,Disability - Yes
Wisconsin,Ess.Wrkr.grp - Ess.Healthcare
Wisconsin,Ess.Wrkr.grp - Ess.Other
Wisconsin,Ess.Wrkr.grp - Frontline.Other
Wisconsin,Ess.Wrkr.grp - Not.Ess.Wrkr
Wisconsin,Ess.Wrkr.grp - School.Childcare
Wisconsin,Past.Covid - No
Wisconsin,Past.Covid - Yes
Wisconsin,G.Identity - Cisgender
Wisconsin,G.Identity - Dont know
Wisconsin,G.Identity - TG/Non bin
Wisconsin,Prim.Care.Providr.Status - No
Wisconsin,Prim.Care.Providr.Status - Yes
Wisconsin,Comorbidity - No
Wisconsin,Comorbidity - Yes
Wisconsin,Dr.Recommend.Boostr - No
Wisconsin,Dr.Recommend.Vacc - No
Wisconsin,Dr.Recommend.Vacc - Yes
Wisconsin,Insurance - Insured
Wisconsin,Insurance - Not insured
Wisconsin,Language - English
Wisconsin,Language - Spanish
Wisconsin,Mask.Use - Always.Often
Wisconsin,Mask.Use - Occasional.Never
Wisconsin,Mental.Health - Excellent.Good
Wisconsin,Mental.Health - Fair.Poor
Wisconsin,Rural.Urban - Rural
Wisconsin,Rural.Urban - Suburban
Wisconsin,Rural.Urban - Urban
Wisconsin,Political - Democrat
Wisconsin,Political - None
Wisconsin,Political - Unknown
Wisconsin,Political - Republican
Wisconsin,Pov.Status - <$75k
Wisconsin,Pov.Status - >=$75k
Wisconsin,Pov.Status - Below poverty
Wisconsin,Pov.Status - Unknown
Wisconsin,Pregnancy - Breastfeeding
Wisconsin,Pregnancy - Not pregnant
Wisconsin,Race.4lvl - Black
Wisconsin,Race.4lvl - Hispanic
Wisconsin,Race.4lvl - Other
Wisconsin,Race.4lvl - White
Wisconsin,Flu.Vacc - No
Wisconsin,Flu.Vacc - Yes
Wisconsin,Past.Vaccin - No
Wisconsin,Past.Vaccin - Yes
Wisconsin,Racial.Equity - Better
Wisconsin,Racial.Equity - Dont know
Wisconsin,Racial.Equity - Equal
Wisconsin,Racial.Equity - Worse
Wisconsin,Sex - Female
Wisconsin,Sex - Male
Wisconsin,S.Orientation - Dont know
Wisconsin,S.Orientation - LGB
Wisconsin,S.Orientation - Hetero
Wisconsin,SVI - High
Wisconsin,SVI - Low
Wisconsin,SVI - Moderate
Wisconsin,SVI - Unknown
Wisconsin,Non.Englsh.Language - No
Wisconsin,Non.Englsh.Language - Yes
Wisconsin,Work.School - No
Wisconsin,Work.School - Unemployed
Wisconsin,Work.School - Yes
Wyoming,Age - 18 – 49
Wyoming,Age - 50 – 64
Wyoming,Age - 65+
Wyoming,"Age.Race - 18 – 49, Hispanic"
Wyoming,"Age.Race - 18 – 49, White"
Wyoming,"Age.Race - 50 – 64, Hispanic"
Wyoming,"Age.Race - 50 – 64, White"
Wyoming,"Age.Race - 65+, White"
Wyoming,18+ Adults - 18+ Adults
Wyoming,US.Born - US Born
Wyoming,US.Born - Not US Born
Wyoming,Fr.Fam.Vaccd - Many
Wyoming,Fr.Fam.Vaccd - No_some
Wyoming,Vacc.Info.Seek - Often.Sometimes
Wyoming,Vacc.Info.Seek - Rarely.Never
Wyoming,Covid.Concern - A little_not
Wyoming,Covid.Concern - Very_Moderately
Wyoming,Vaccine.Confiden - Not at all_Somewhat
Wyoming,Vaccine.Confiden - Very
Wyoming,Vaccine.Imprtnt - A little_not at all
Wyoming,Vaccine.Imprtnt - Somewhat_very
Wyoming,Disability - No
Wyoming,Disability - Yes
Wyoming,Ess.Wrkr.grp - Ess.Healthcare
Wyoming,Ess.Wrkr.grp - Ess.Other
Wyoming,Ess.Wrkr.grp - Frontline.Other
Wyoming,Ess.Wrkr.grp - Not.Ess.Wrkr
Wyoming,Ess.Wrkr.grp - School.Childcare
Wyoming,Past.Covid - No
Wyoming,Past.Covid - Yes
Wyoming,G.Identity - Cisgender
Wyoming,G.Identity - Dont know
Wyoming,G.Identity - TG/Non bin
Wyoming,Prim.Care.Providr.Status - No
Wyoming,Prim.Care.Providr.Status - Yes
Wyoming,Comorbidity - No
Wyoming,Comorbidity - Yes
Wyoming,Dr.Recommend.Boostr - No
Wyoming,Dr.Recommend.Vacc - No
Wyoming,Dr.Recommend.Vacc - Yes
Wyoming,Insurance - Insured
Wyoming,Insurance - Not insured
Wyoming,Language - English
Wyoming,Mask.Use - Always.Often
Wyoming,Mask.Use - Occasional.Never
Wyoming,Mental.Health - Excellent.Good
Wyoming,Mental.Health - Fair.Poor
Wyoming,Rural.Urban - Rural
Wyoming,Rural.Urban - Suburban
Wyoming,Rural.Urban - Urban
Wyoming,Political - Democrat
Wyoming,Political - None
Wyoming,Political - Unknown
Wyoming,Political - Republican
Wyoming,Pov.Status - <$75k
Wyoming,Pov.Status - >=$75k
Wyoming,Pov.Status - Below poverty
Wyoming,Pov.Status - Unknown
Wyoming,Pregnancy - Not pregnant
Wyoming,Race.4lvl - Hispanic
Wyoming,Race.4lvl - Other
Wyoming,Race.4lvl - White
Wyoming,Flu.Vacc - No
Wyoming,Flu.Vacc - Yes
Wyoming,Past.Vaccin - No
Wyoming,Past.Vaccin - Yes
Wyoming,Racial.Equity - Better
Wyoming,Racial.Equity - Dont know
Wyoming,Racial.Equity - Equal
Wyoming,Racial.Equity - Worse
Wyoming,Sex - Female
Wyoming,Sex - Male
Wyoming,S.Orientation - Dont know
Wyoming,S.Orientation - LGB
Wyoming,S.Orientation - Hetero
Wyoming,SVI - Low
Wyoming,SVI - Moderate
Wyoming,SVI - Unknown
Wyoming,Non.Englsh.Language - No
Wyoming,Non.Englsh.Language - Yes
Wyoming,Work.School - No
Wyoming,Work.School - Unemployed
Wyoming,Work.School - Yes
